ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
0.426229508,0.205992509,0.062663185,0.295514512,0.35443038,0.105263158,0,0.75,0,0.307692308,0,0.13,0,0,0,0.396551724,0.149066713,0.34375,0,0.444444444,0.93,0
0.901639344,0.446941323,0.007832898,0.292875989,0.329113924,0,0,1,1,0.269230769,0.052631579,0.39,0.041666667,0.03030303,0.03030303,0.017241379,0.141223485,0.125,0,0,0.45,1
0.655737705,0.315855181,0.010443864,0.192612137,0.430379747,0.105263158,0.052631579,0.92,0.096385542,0.346153846,0.263157895,0.86,0,0.03030303,0.03030303,0.047413793,0.203821656,0.0625,0.454545455,0,0.87,1
0.704918033,0.224719101,0,0.224274406,0.518987342,0,0,1,1,0.423076923,0.157894737,0.27,0,0.045454545,0.045454545,0.172413793,0.212314225,0.15625,0.136363636,0.166666667,0.5,0
0.786885246,0.302122347,0.020887728,0.168865435,0.329113924,0,0,0.96,0.481927711,0.269230769,0.105263158,0.12,0,0.03030303,0.03030303,0.00862069,0.141223485,0.03125,0.06351081,0,0.06,1
0.524590164,0.109862672,0.018276762,0.08707124,0.151898734,0.105263158,0.105263158,0.92,0.614457831,0.134615385,0.210526316,0.38,0,0.045454545,0.045454545,0.353448276,0.201698514,0.125,0.136363636,0.111111111,1,0
0.836065574,0.172284644,0.026109661,0.147757256,0.291139241,0,0,1,1,0.221153846,0.052631579,0.26,0,0,0,0.017241379,0.186836518,0.09375,0.045454545,0,0.45,1
0.459016393,0.224719101,0.005221932,0.09762533,0.075949367,0.052631579,0,0.88,0.698795181,0.076923077,0.157894737,0.5,0,0.03030303,0.03030303,0.426724138,0.182590234,0.125,0.045454545,0.166666667,1,1
0.868852459,0.208489388,0.015665796,0.205804749,0.063291139,0,0,1,1,0.048076923,0.052631579,0.6,0,0.015151515,0.015151515,0.103448276,0.159235669,0.03125,0.090909091,0,1,0
0.590163934,0.428214732,0.005221932,0.224274406,0.379746835,0,0,1,1,0.298076923,0.157894737,0.19,0.375,0,0,0.193965517,0.070063694,0.25,0.090909091,0.166666667,0.65,0
0.606557377,0.192259675,0.01305483,0.142480211,0.037974684,0,0,1,1,0.028846154,0.052631579,0.33,0.041666667,0.03030303,0.03030303,0.409482759,0.186836518,0.03125,0,0.039404979,1,1
0.655737705,0.198501873,0.010443864,0.182058047,0.544303797,0.052631579,0.052631579,0.84,0.373493976,0.423076923,0.052631579,0.2,0,0.121212121,0.121212121,0.129310345,0.193205945,0.15625,0.090909091,0.055555556,0.35,1
0.68852459,0.289637953,0.015665796,0.263852243,0.392405063,0,0,0.97,0.21686747,0.326923077,0.157894737,0.18,1,0.03030303,0.03030303,0.189655172,0.149066713,0.125,0,0.166666667,0.5,0
0.475409836,0.151061174,0.010443864,0.124010554,0.164556962,0.105263158,0,0.8,0.120481928,0.153846154,0.105263158,0.4,0.291666667,0,0,0.418103448,0.197452229,0.0625,0.136363636,0.111111111,1,0
0.606557377,0.382022472,0.010443864,0.192612137,0.518987342,0.052631579,0.052631579,0.95,0.024096386,0.403846154,0.157894737,0.29,0,0.03030303,0.03030303,0.025862069,0.165605096,0.125,0.272727273,0.055555556,0.48,1
0.868852459,0.239700375,0.033942559,0.182058047,0.101265823,0,0,1,1,0.076923077,0,0.75,0.142975435,0,0,0.025862069,0.029723992,0.0625,0.045454545,0,1,1
0.606557377,0.066167291,0.010443864,0.058047493,0.240506329,0.052631579,0.052631579,1,1,0.182692308,0.210526316,0.32,0.125,0.015151515,0.015151515,0.064655172,0.144373673,0.09375,0,0.055555556,0.33,1
0.803278689,0.039950062,0.01305483,0.058047493,0.050632911,0,0,1,1,0.038461538,0.052631579,0.5,0.208333333,0,0,0,0.201698514,0,0.045454545,0,0.5,1
0.508196721,0.354556804,0.002610966,0.179419525,0.443037975,0,0,1,1,0.346153846,0.210526316,0.39,0.125,0.045454545,0.045454545,0.314655172,0.167728238,0.3125,0.181818182,0.166666667,0.8,0
0.459016393,0.34082397,0.01305483,0.258575198,0.430379747,0.157894737,0.052631579,0.87,0.168674699,0.413461538,0.052631579,0.24,0.125,0.015151515,0.015151515,0.25,0.163481953,0.5625,0.090909091,0.388888889,0.81,0
0.803278689,0.151061174,0.007832898,0.089709763,0.126582278,0,0,1,1,0.096153846,0.105263158,0.4,0,0.045454545,0.045454545,0.025862069,0.141223485,0.0625,0,0,0.6,1
0.409836066,0.22721598,0.007832898,0.163588391,0.379746835,0,0,0.94,0.012048193,0.298076923,0.052631579,0.13,0,0.015151515,0.015151515,0.202586207,0.149066713,0.28125,0,0.111111111,0.8,0
0.885245902,0.252184769,0.002610966,0.19525066,0.569620253,0,0,1,1,0.442307692,0.105263158,0.59,0.583333333,0,0,0.004310345,0.201698514,0.09375,0.045454545,0,0.5,0
0.819672131,0.051186017,0.01305483,0.179419525,0.367088608,0,0,1,1,0.048076923,0.210526316,0.17,0,0.03030303,0.03030303,0.021551724,0.141223485,0.15625,0,0,0.4,1
0.524590164,0.355805243,0.005221932,0.205804749,0.278481013,0,0,1,1,0.221153846,0.157894737,0.35,0,0.015151515,0.015151515,0.422413793,0.203821656,0.3125,0.090909091,0.222222222,1,0
0.639344262,0.235955056,0.075718016,0.224274406,0.367088608,0,0,1,1,0.278846154,0,0.24,0.291666667,0,0,0.24137931,0.141223485,0.28125,0,0.333333333,0.83,1
0.918032787,0.440699126,0.049608355,0.298153034,0.227848101,0,0,1,1,0.173076923,0,0.17,0,0,0,0.004310345,0.141223485,0.03125,0.06351081,0,0.1,1
0.803278689,0.313358302,0.054830287,0.234828496,0.481012658,0,0,1,1,0.375,0,0.28,0.75,0,0,0.081896552,0.144373673,0.125,0.090909091,0,0.62,1
0.786885246,0.183520599,0.005221932,0.158311346,0.303797468,0,0,0.96,0.542168675,0.028846154,0.263157895,0.41,0,0.121212121,0.121212121,0.034482759,0.025477707,0.09375,0.045454545,0,0.42,1
0.770491803,0.198501873,0.044386423,0.205804749,0.113924051,0,0,1,1,0.096153846,0,0.7,0.25,0,0,0.104597885,0.141223485,0,0,0.039404979,0.5,1
0.62295082,0.093632959,0.005221932,0.089709763,0.151898734,0,0,0.92,0.289156627,0.125,0.157894737,0.15,0,0.015151515,0.015151515,0.271551724,0.16985138,0.09375,0,0.055555556,0.8,0
0.590163934,0.352059925,0.007832898,0.211081794,0.341772152,0.052631579,0.052631579,1,1,0.298076923,0.105263158,0.5,0,0.045454545,0.045454545,0.219827586,0.1507431,0.09375,0.090909091,0.055555556,0.86,1
0.721311475,0.355805243,0.007832898,0.277044855,0.126582278,0.105263158,0.105263158,0.83,0.385542169,0.115384615,0.157894737,0.17,0,0.03030303,0.03030303,0.142241379,0.141223485,0.0625,0,0.055555556,0.43,1
0.557377049,0.042446941,0.010443864,0.026385224,0.075949367,0,0,1,1,0.057692308,0.157894737,0.67,0,0.045454545,0,0.176724138,0.186836518,0.03125,0.090909091,0.081335314,0.8,0
0.606557377,0.079900125,0.01305483,0.073878628,0.405063291,0,0,1,1,0.317307692,0.263157895,0.06,1,0.015151515,0.015151515,0.060344828,0.149066713,0.3125,0.071088683,0.055555556,0.39,0
0.950819672,0.559300874,0.075718016,0.506596306,0.151898734,0,0,1,1,0.115384615,0,0.08,0.142975435,0,0,0.025862069,0.141223485,0.0625,0.06351081,0,0.67,1
0.655737705,0.234706617,0.049608355,0.168865435,0.46835443,0,0,1,1,0.394230769,0,0.07,0,0,0,0.176724138,0.149066713,0.4375,0,0.388888889,0.63,0
0.672131148,0.702871411,0.010443864,0.37994723,0.303797468,0,0,0.96,0.746987952,0.230769231,0.105263158,0.13,1,0,0,0.146551724,0.191082803,0.1875,0,0.055555556,0.58,0
0.360655738,0.313358302,0.007832898,0.18469657,0.392405063,0.052631579,0.052631579,0.97,0.024096386,0.298076923,0.052631579,0.42,0,0.03030303,0.03030303,0.047413793,0.195329087,0.125,0.227272727,0,0.8,0
0.459016393,0.09113608,0.028720627,0.084432718,0.329113924,0.052631579,0.052631579,0.92,0.301204819,0.086538462,0.052631579,0.35,1,0,0,0.232758621,0.04670913,0.28125,0.181818182,0.166666667,0.83,0
0.37704918,0.248439451,0.018276762,0.19525066,0.291139241,0,0,0.55,0.012048193,0.298076923,0.210526316,0.29,1,0.060606061,0.060606061,0.293103448,0.149066713,0.3125,0,0.055555556,0.73,0
0.606557377,0.264669164,0.054830287,0.37994723,0.202531646,0.368421053,0.368421053,0.88,0.180722892,0.163461538,0,0.35,1,0,0,0.120689655,0.149066713,0.125,0,0,0.63,0
0.655737705,0.50062422,0.023498695,0.382585752,0.253164557,0.105263158,0.105263158,1,1,0.076923077,0.052631579,0.3,1,0,0,0.073275862,0.176220807,0.125,0.045454545,0.055555556,0.55,0
0.62295082,0.309612984,0.007832898,0.179419525,0.151898734,0.157894737,0.157894737,0.73,0.759036145,0.144230769,0.105263158,0.47,0,0.03030303,0.03030303,0.125,0.154989384,0.0625,0.090909091,0,0.83,0
0.442622951,0.207240949,0.01305483,0.216358839,0.139240506,0,0,0.73,0.060240964,0.105769231,0.105263158,0.18,0.066483704,0,0,0.271551724,0.144373673,0.125,0,0.055555556,0.71,0
0.491803279,0.304619226,0.01305483,0.287598945,0.126582278,0,0,0.9,0.060240964,0.096153846,0.052631579,0.2,0.25,0,0,0.418103448,0.149066713,0.15625,0,0.222222222,0.86,0
0.786885246,0.153558052,0.075718016,0.197889182,0.126582278,0,0,1,1,0.096153846,0,0.3,0.142975435,0,0,0.107758621,0.141223485,0.09375,0,0.055555556,0.8,1
0.655737705,0.191011236,0.002610966,0.058047493,0.101265823,0.052631579,0.052631579,1,1,0.163461538,0.052631579,0.33,1,0.015151515,0.015151515,0.012931034,0.053078556,0.09375,0.045454545,0,0.71,0
0.37704918,0.156054931,0.023498695,0.142480211,0.379746835,0,0,0.9,0,0.288461538,0.052631579,0.8,0,0.03030303,0.03030303,0.318965517,0.125265393,0.09375,0.272727273,0.055555556,1,0
0.62295082,0.600499376,0.01305483,0.324538259,0.303797468,0.052631579,0.052631579,0.96,0.204819277,0.240384615,0.210526316,0.04,0,0,0,0.159482759,0.191082803,0.15625,0,0.111111111,0.43,1
0.721311475,0.5443196,0.018276762,0.372031662,0.151898734,0.052631579,0.052631579,0.92,0.734939759,0.125,0.052631579,0.08,0,0.045454545,0.045454545,0.077586207,0.141223485,0.03125,0,0,0.6,1
0.524590164,0.292134831,0.002610966,0.263852243,0.379746835,0,0,0.84,0,0.192307692,0.105263158,0.13,1,0.015151515,0.015151515,0.090517241,0.055201699,0.21875,0.045454545,0.055555556,0.5,1
0.524590164,0.389513109,0.005221932,0.279683377,0.303797468,0.052631579,0.052631579,0.96,0.227088683,0.259615385,0.263157895,0.65,0,0.03030303,0.03030303,0.081896552,0.210191083,0.15625,0.136363636,0.055555556,0.9,0
0.524590164,0.421972534,0,0.240105541,0.265822785,0.157894737,0.052631579,0.85,0.78313253,0.25,0.157894737,0.81,0.142975435,0,0,0.155172414,0.125265393,0.0625,0.227272727,0.039404979,0.89,1
0.475409836,0.168539326,0.015665796,0.129287599,0.303797468,0.105263158,0,0.85,0.168674699,0.259615385,0.368421053,0.59,0,0.03030303,0,0.11637931,0.186836518,0.15625,0.227272727,0,0.79,0
0.606557377,0.119850187,0.007832898,0.102902375,0.215189873,0,0,1,1,0.163461538,0.105263158,0.35,0.083333333,0.045454545,0.045454545,0.155172414,0.141223485,0.0625,0,0.055555556,0.75,1
0.754098361,0.161048689,0.065274151,0.17414248,0.215189873,0,0,0.94,0.325923382,0.163461538,0,0.29,0,0,0,0,0.110403397,0.03125,0.045454545,0,0.38,1
0.672131148,0.078651685,0.005221932,0.079155673,0.075949367,0,0,1,1,0.086538462,0.105263158,0.11,0,0.045454545,0.045454545,0.24137931,0.212314225,0.0625,0,0.055555556,0.75,1
0.590163934,0.372034956,0.033942559,0.240105541,0.341772152,0.105263158,0.052631579,0.9,0.060240964,0.298076923,0,0.39,0,0.015151515,0.015151515,0.176724138,0.142250531,0.09375,0.090909091,0.055555556,0.75,0
0.459016393,0.183520599,0.033942559,0.187335092,0.050632911,0.210526316,0.210526316,1,1,0.076923077,0,0.5,0,0,0,0.193254185,0.18895966,0.140231879,0.045454545,0.081335314,1,0
0.524590164,0.147315855,0.041775457,0.168865435,0.265822785,0,0,0.81,0.240963855,0.201923077,0,0.1,0,0.015151515,0.015151515,0.150862069,0.141223485,0.25,0.06351081,0.055555556,0.8,1
0.524590164,0.290886392,0.007832898,0.160949868,0.35443038,0,0,0.9,0.481927711,0.278846154,0.263157895,0.31,0,0.03030303,0.03030303,0.13362069,0.1507431,0.375,0.136363636,0.055555556,0.8,0
0.93442623,0.464419476,0.015665796,0.250659631,0.240506329,0,0,1,1,0.182692308,0.105263158,0.74,0.25,0,0,0.021551724,0.201698514,0.03125,0.045454545,0,0.6,1
0.508196721,0.369538077,0.005221932,0.147757256,0.35443038,0,0,0.9,0.036144578,0.278846154,0.105263158,0.45,0,0,0,0.13362069,0.180467091,0.1875,0.090909091,0.055555556,0.69,1
0.508196721,0.299625468,0.007832898,0.17414248,0.265822785,0.052631579,0.052631579,0.95,0.096385542,0.211538462,0.052631579,0.43,0,0.015151515,0.015151515,0.25,0.184713376,0.15625,0.090909091,0.111111111,0.89,0
0.918032787,0.210986267,0.007832898,0.226912929,0.17721519,0,0,1,1,0.144230769,0.052631579,0.27,0.125,0.015151515,0.015151515,0.012931034,0.061571125,0.03125,0.045454545,0,0.6,1
0.786885246,0.239700375,0.020887728,0.147757256,0.316455696,0,0,0.96,0.674698795,0.240384615,0.157894737,0.44,0.333333333,0,0,0.064655172,0.141223485,0.09375,0.045454545,0,0.63,1
0.344262295,0.583021223,0.057441253,0.580474934,0.253164557,0.105263158,0.052631579,0.73,0.012048193,0.221153846,0,0.09,0,0.015151515,0.015151515,0.034482759,0.099787686,0.1875,0.045454545,0.055555556,0.69,0
0.704918033,0.153558052,0.002610966,0.211081794,0.493670886,0,0,1,1,0.086538462,0.421052632,0.2,0,0.075757576,0.075757576,0.043103448,0.212314225,0.25,0.090909091,0.055555556,0.44,1
0.508196721,0.028714107,0.005221932,0.026385224,0.063291139,0,0,0.83,0.036144578,0.057692308,0.105263158,0.5,0,0.015151515,0.015151515,0.017241379,0.125265393,0.03125,0.090909091,0,0.8,1
0.475409836,0.207240949,0.002610966,0.166226913,0.202531646,0.105263158,0.105263158,0.89,0.072289157,0.192307692,0.052631579,0.42,0.833333333,0,0,0.38362069,0.193205945,0.0625,0.045454545,0.055555556,0.83,0
0.770491803,0.282147316,0.005221932,0.150395778,0.582278481,0,0,1,1,0.471153846,0.368421053,0.29,0,0.015151515,0.015151515,0.038793103,0.141223485,0.15625,0.045454545,0,0.57,1
0.836065574,0.498127341,0.033942559,0.327176781,0.405063291,0,0,1,1,0.336538462,0,0.45,0.541666667,0,0,0.064655172,0.123142251,0.15625,0.090909091,0,0.62,1
0.557377049,0.131086142,0.01305483,0.10817942,0.164556962,0.105263158,0,0.76,0.277108434,0.163461538,0.052631579,0.82,0,0.045454545,0.045454545,0.193254185,0.163481953,0.140231879,0.045454545,0.081335314,1,0
0.442622951,0.122347066,0.015665796,0.139841689,0.455696203,0,0,0.92,0.012048193,0.346153846,0.105263158,0.61,0,0.015151515,0.015151515,0.215517241,0.159235669,0.1875,0.090909091,0.055555556,0.9,0
0.491803279,0.349563046,0.005221932,0.17414248,0.303797468,0.052631579,0.052631579,0.88,0.060240964,0.576923077,0.105263158,0.42,0,0.015151515,0.015151515,0.224137931,0.195329087,0.125,0.090909091,0.055555556,0.7,0
0.868852459,0.654182272,0.031331593,0.350923483,0.227848101,0,0,1,1,0.173076923,0,0.44,0,0,0,0.038793103,0.171974522,0.1875,0.045454545,0.039404979,0.8,1
0.606557377,0.051186017,0.010443864,0.044854881,0.139240506,0,0,1,1,0.125,0.210526316,0.38,0,0.045454545,0.045454545,0.275862069,0.208067941,0.125,0.090909091,0.055555556,0.88,0
0.655737705,0.284644195,0.01305483,0.224274406,0.772151899,0,0,1,1,0.355769231,0.157894737,0.18,0,0.03030303,0.03030303,0.254310345,0.152866242,0.28125,0,0.388888889,0.53,0
0.459016393,0.310861423,0.031331593,0.18469657,0.189873418,0,0,0.93,0.843373494,0.144230769,0,0.13,0,0.015151515,0.015151515,0.38362069,0.149066713,0.21875,0,0.277777778,1,0
0.639344262,0.436953808,0.010443864,0.290237467,0.329113924,0,0,0.88,0.024096386,0.211538462,0.105263158,0.15,0.833333333,0,0,0.00862069,0.154989384,0.1875,0.045454545,0,0.44,1
0.606557377,0.309612984,0.028720627,0.147757256,0.189873418,0,0,1,1,0.144230769,0.105263158,0.4,0.083333333,0.03030303,0.03030303,0.271551724,0.149066713,0.15625,0.045454545,0.111111111,1,0
0.524590164,0.06741573,0.007832898,0.044854881,0.088607595,0,0,0.86,0.457831325,0.067307692,0.157894737,0.43,0,0.045454545,0.045454545,0.099137931,0.208067941,0.09375,0,0.055555556,0.8,1
0.737704918,0.217228464,0.01305483,0.134564644,0.189873418,0,0,1,1,0.163461538,0.052631579,0.12,0,0,0,0.275862069,0.149066713,0.125,0.071088683,0,0.67,0
0.442622951,0.058676654,0.005221932,0.055408971,0.303797468,0,0,1,1,0.240384615,0.315789474,0.32,0,0.03030303,0.03030303,0.150862069,0.154989384,0.28125,0.136363636,0.111111111,0.72,0
0.639344262,0.197253433,0.052219321,0.248021108,0.050632911,0.052631579,0,0.8,0.301204819,0.144230769,0,0,0.041666667,0.015151515,0.015151515,0.318965517,0.149066713,0.03125,0.071088683,0,1,0
0.836065574,0.245942572,0.036553525,0.290237467,0.278481013,0,0,1,1,0.211538462,0,0.36,0.291666667,0,0,0.047413793,0.070063694,0.1875,0.045454545,0,0.57,1
0.459016393,0.149812734,0.007832898,0.129287599,0.493670886,0,0,0.95,0.012048193,0.413461538,0.210526316,0.65,0,0.045454545,0.045454545,0.228448276,0.174097665,0.15625,0.272727273,0.055555556,0.81,1
0.426229508,0.101123596,0.005221932,0.055408971,0.164556962,0,0,1,1,0.134615385,0.157894737,0.21,1,0.106060606,0.106060606,0.409482759,0.149066713,0.15625,0.045454545,0.111111111,0.9,0
0.540983607,0.191011236,0.039164491,0.17414248,0.582278481,0,0,0.96,0.227088683,0.461538462,0,0.69,0,0,0,0.379310345,0.167728238,0.1875,0.136363636,0.166666667,1,0
0.770491803,0.199750312,0.023498695,0.205804749,0.278481013,0,0,1,1,0.230769231,0.052631579,0.58,0,0,0,0.340517241,0.095541401,0.0625,0.045454545,0.039404979,0.8,1
0.68852459,0.202247191,0.010443864,0.163588391,0.240506329,0,0,1,1,0.182692308,0.105263158,0.21,0,0,0,0.228448276,0.195329087,0.15625,0,0.055555556,0.55,1
0.409836066,0.081148564,0.005221932,0.063324538,0.17721519,0,0,1,1,0.144230769,0.157894737,0.07,0.041666667,0.03030303,0.03030303,0.297413793,0.149066713,0.28125,0,0.111111111,0.83,0
0.639344262,0.189762797,0.005221932,0.189973615,0.594936709,0,0,1,1,0.115384615,0.157894737,0.13,0.125,0.03030303,0.03030303,0.086206897,0.141223485,0.28125,0.136363636,0.055555556,0.48,1
0.852459016,0.330836454,0.046997389,0.179419525,0.101265823,0,0,1,1,0.076923077,0,0.25,0.708333333,0,0,0.073275862,0.13163482,0.0625,0,0,0.75,1
0.360655738,0.174781523,0.005221932,0.129287599,0.265822785,0.052631579,0,0.75,0.072289157,0.230769231,0.157894737,0.42,0,0.015151515,0.015151515,0.413793103,0.087048832,0.125,0.090909091,0.111111111,0.78,0
0.573770492,0.161048689,0.005221932,0.192612137,0.189873418,0.052631579,0.052631579,0.88,0.734939759,0.163461538,0.157894737,0.82,1,0,0,0.461206897,0.210191083,0.0625,0.045454545,0.055555556,1,0
0.508196721,0.167290886,0,0.044854881,0.164556962,0,0,1,1,0.278846154,0.263157895,0.43,1,0,0,0.25,0.154989384,0.125,0.045454545,0.166666667,0.75,1
0.918032787,0.259675406,0.01305483,0.242744063,0.291139241,0,0,1,1,0.230769231,0.052631579,0.21,0.625,0,0,0.012931034,0.141223485,0.125,0,0,0.56,1
0.442622951,0.017478152,0.018276762,0.021108179,0.025316456,0.052631579,0.052631579,1,1,0.028846154,0.052631579,1,0,0,0,0.193254185,0.18895966,0.140231879,0.045454545,0.081335314,1,0
0.770491803,0.184769039,0.005221932,0.158311346,0.227848101,0,0,0.95,0.228915663,0.182692308,0.105263158,0.68,0.375,0,0,0.034482759,0.193205945,0.03125,0.045454545,0,0.5,0
0.62295082,0.247191011,0.020887728,0.18469657,0.443037975,0,0,0.97,0.457831325,0.375,0.157894737,0.56,0,0,0,0.353448276,0.195329087,0.125,0.227272727,0.166666667,0.91,0
0.540983607,0.406991261,0.010443864,0.263852243,0.253164557,0.052631579,0.052631579,0.81,0.048192771,0.201923077,0.052631579,0.29,0,0,0,0.232758621,0.053078556,0.15625,0.045454545,0.166666667,0.7,0
0.573770492,0.076154806,0.002610966,0.063324538,0.17721519,0,0,0.93,0.445783133,0.144230769,0.105263158,0.53,1,0.015151515,0,0.13362069,0.149066713,0.03125,0,0,0.5,0
0.655737705,0.350811486,0.005221932,0.266490765,0.253164557,0,0,0.95,0.072289157,0.211538462,0.105263158,0.33,0.041666667,0.015151515,0.015151515,0.125,0.138004246,0.09375,0.045454545,0.055555556,0.63,0
0.68852459,0.124843945,0.007832898,0.121372032,0.189873418,0,0,1,1,0.153846154,0.157894737,0.27,0,0.045454545,0.045454545,0.176724138,0.208067941,0.125,0.045454545,0.055555556,0.86,0
0.524590164,0.178526841,0.018276762,0.17414248,0.506329114,0,0,1,1,0.413461538,0.210526316,0.3,0.041666667,0.136363636,0.121212121,0.357758621,0.163481953,0.3125,0.181818182,0.333333333,0.79,0
0.409836066,0.473158552,0.007832898,0.192612137,0.291139241,0.157894737,0.105263158,0.76,0.096385542,0.240384615,0.105263158,0.28,1,0,0,0.125,0.174097665,0.15625,0.136363636,0,0.69,0
0.590163934,0.267166042,0.091383812,0.253298153,0.151898734,0,0,0.92,0.313253012,0.134615385,0,0.42,0,0.03030303,0.03030303,0.245689655,0.141223485,0.09375,0.045454545,0.111111111,1,1
0.852459016,0.229712859,0.046997389,0.187335092,0.291139241,0,0,1,1,0.240384615,0,0.32,0.083333333,0.015151515,0.015151515,0.004310345,0.141223485,0.0625,0.045454545,0.055555556,0.57,1
0.704918033,0.268414482,0.036553525,0.208443272,0.291139241,0,0,1,1,0.25,0,0.22,0.458333333,0,0,0.073275862,0.108280255,0.3125,0.090909091,0.111111111,0.81,1
0.524590164,0.280898876,0.007832898,0.226912929,0.303797468,0.210526316,0.210526316,1,1,0.278846154,0.157894737,0.44,0,0.03030303,0.03030303,0.00862069,0.141223485,0.0625,0.181818182,0,0.47,1
0.606557377,0.174781523,0.015665796,0.17414248,0.46835443,0.105263158,0.052631579,0.88,0.530120482,0.413461538,0.052631579,0.47,0.083333333,0.015151515,0.015151515,0.172413793,0.167728238,0.0625,0.090909091,0.055555556,0.71,0
0.557377049,0.242197253,0.026109661,0.203166227,0.265822785,0.105263158,0,0.71,0.325301205,0.230769231,0.157894737,0.5,0,0.03030303,0.03030303,0.163793103,0.18895966,0.0625,0.090909091,0.055555556,0.83,0
0.557377049,0.239700375,0.007832898,0.245382586,0.481012658,0.421052632,0.368421053,0.77,0.445783133,0.432692308,0.157894737,0.47,0.083333333,0.015151515,0.015151515,0.030172414,0.04670913,0.09375,0.045454545,0,0.45,1
0.852459016,0.348314607,0.010443864,0.237467018,0.493670886,0,0,0.98,0.578313253,0.413461538,0.210526316,0.33,0,0.045454545,0.03030303,0.060344828,0.191082803,0.21875,0.136363636,0,0.48,1
0.62295082,0.066167291,0.007832898,0.068601583,0.253164557,0,0,1,1,0.134615385,0.210526316,0.45,1,0.015151515,0.015151515,0.172413793,0.199575372,0.1875,0.136363636,0,0.91,1
0.508196721,0.184769039,0.020887728,0.116094987,0.291139241,0,0,0.96,0.277108434,0.221153846,0.105263158,0.61,0,0.03030303,0.03030303,0.280172414,0.203821656,0.0625,0.227272727,0.055555556,0.73,1
0.524590164,0.309612984,0.007832898,0.17414248,0.316455696,0.105263158,0.052631579,0.96,0.265060241,0.25,0.105263158,0.35,1,0.060606061,0.060606061,0.193965517,0.112526539,0.21875,0.090909091,0,0.83,0
0.836065574,0.245942572,0.01305483,0.197889182,0.341772152,0,0,1,1,0.269230769,0.105263158,0.21,0.333333333,0,0,0.090517241,0.205944798,0.15625,0.045454545,0,0.44,1
0.573770492,0.234706617,0.007832898,0.158311346,0.164556962,0.052631579,0,0.71,0.409638554,0.134615385,0.105263158,0.29,1,0.03030303,0.03030303,0.159482759,0.093418259,0.25,0.045454545,0,0.91,0
0.573770492,0.233458177,0.031331593,0.118733509,0.075949367,0.210526316,0.210526316,1,1,0.057692308,0,0.5,0,0.015151515,0.015151515,0.267241379,0.191082803,0.03125,0.045454545,0.081335314,0.75,0
0.524590164,0.153558052,0.007832898,0.17414248,1,0,0,0.98,0.530120482,1,0.263157895,0.21,1,0.136363636,0.136363636,0.306034483,0.116772824,0.5625,0.090909091,0.444444444,0.79,1
0.770491803,0.275638695,0.010443864,0.150395778,0.164556962,0,0,0.93,0.240963855,0,0.210526316,0.5,0.166666667,0.060606061,0.03030303,0.012931034,0.10403397,0.03125,0.090909091,0,0.67,1
0.590163934,0.461922597,0.046997389,0.377308707,0.139240506,0.052631579,0,0.77,0.012048193,0.125,0,0.38,0,0,0,0.099137931,0.148619958,0.15625,0.090909091,0,0.73,0
0.62295082,0.401997503,0.01305483,0.229551451,0.696202532,0,0,0.93,0.530120482,0.567307692,0.105263158,0.08,0,0,0,0.163793103,0.176220807,0.3125,0.045454545,0.111111111,0.62,0
0.819672131,0.275638695,0.005221932,0.290237467,0.265822785,0,0,1,1,0,0.105263158,0.36,1,0.015151515,0.015151515,0.11637931,0.193205945,0.125,0.045454545,0,1,1
0.491803279,0.468164794,0.007832898,0.240105541,0.265822785,0.210526316,0.105263158,0.91,0.072289157,0.240384615,0.105263158,0.3,0,0.060606061,0.060606061,0.146551724,0.149066713,0.125,0.071088683,0,0.57,0
0.426229508,0.244694132,0.015665796,0.224274406,0.367088608,0.157894737,0.105263158,0.79,0.253012048,0.326923077,0.052631579,0.38,1,0.045454545,0.045454545,0.163793103,0.208067941,0.34375,0,0.055555556,0.86,0
0.786885246,0.146067416,0.026109661,0.134564644,0.088607595,0,0,1,1,0.067307692,0.052631579,0.57,0,0.045454545,0.03030303,0,0.191082803,0,0.045454545,0,0.67,1
0.344262295,0.205992509,0.015665796,0.147757256,0.126582278,0.052631579,0.052631579,0.82,0.060240964,0.105769231,0.105263158,0.45,0,0,0,0.318965517,0.208067941,0.09375,0.045454545,0.111111111,1,0
0.803278689,0.239700375,0.015665796,0.218997361,0.417721519,0.052631579,0,0.97,0.795180723,0.326923077,0.105263158,0.21,0.416666667,0,0,0.00862069,0.178343949,0.15625,0.045454545,0,0.44,1
0.950819672,0.344569288,0.083550914,0.335092348,0.417721519,0,0,1,1,0.25,0,0.14,0.142975435,0,0,0.021551724,0.141223485,0.0625,0,0,0.33,1
0.68852459,0.156054931,0.01305483,0.068601583,0.215189873,0,0,1,1,0.163461538,0.210526316,0.24,0.041666667,0.045454545,0.045454545,0.060344828,0.118895966,0.125,0,0.055555556,0.86,1
